title,published_at,view_count,like_count,comment_count,video_id
Travis Japan【コラボ】U字工事さんと立ち食いそば🍜　#TravisJapan #トラジャ #U字工事 #栃木 #立ち食いそば,2025-01-10T12:00:17Z,102970,10468,252,EzZ4iU0z-gM
Travis Japan【運勢占い】ゲッターズ飯田さんの占いで2025年の運勢みてみたよ！,2025-01-04T12:01:14Z,380443,12298,433,zHdK4na9pH8
Travis Japan【運勢占い】ゲッターズ飯田さんの五星三心占い！　#TravisJapan #トラジャ #五星三心占い #占い,2025-01-03T12:00:45Z,97799,11417,246,WkYJEdAfl50
Travis Japan【あけおめ】恒例の2025年にやりたいこと大発表🎍,2025-01-01T02:00:08Z,270705,13842,1003,ExMIpNnUY1o
Travis Japan【特別試写】ライオン･キングの世界へ！げんたがTigerからLionに！？,2024-12-28T12:00:20Z,250162,10384,576,GgDc5tS9nVk
Travis Japan【特別試写】ライオン･キングの世界へ！　#TravisJapan #トラジャ #ライオンキング #ムファサ #ライオンキングムファサ,2024-12-27T12:00:57Z,89374,11782,242,lnG3PcmSfN8
#Machu 'BO$$Y' Solo Dance #松倉海斗 #BOSSY_challenge #BOSSY #Vllsual,2024-12-26T08:02:00Z,340961,17474,153,SaOAdxLAvR4
#Genta 'BO$$Y' Solo Dance #松田元太 #BOSSY_challenge #BOSSY #Vllsual,2024-12-26T08:01:00Z,465287,19379,103,AwuyQWKDCHA
#Shizu 'BO$$Y' Solo Dance #吉澤閑也 #BOSSY_challenge #BOSSY #Vllsual,2024-12-26T08:00:02Z,270859,14160,228,1RTDKo9MTRw
#Noel 'BO$$Y' Solo Dance #川島如恵留 #BOSSY_challenge #BOSSY #Vllsual,2024-12-25T08:12:21Z,327308,15385,333,IO3CCMzf-rs
#Shime 'BO$$Y' Solo Dance #七五三掛龍也 #BOSSY_challenge #BOSSY #Vllsual,2024-12-25T08:01:30Z,306089,16336,129,xtESKsCUAbQ
#Umi 'BO$$Y' Solo Dance #中村海人 #BOSSY_challenge #BOSSY #Vllsual,2024-12-25T08:01:00Z,346836,18408,216,lO9rdAdQqI4
#Chaka 'BO$$Y' Solo Dance #宮近海斗 #BOSSY_challenge #BOSSY #Vllsual,2024-12-25T08:00:51Z,401415,18862,188,upXPNjcM_4Q
Travis Japan【クリプレ交換会🎄】笑えよっ！クリスマスは！！みんなで交換会なんだぜ🧑‍🎄,2024-12-21T12:00:35Z,897467,19342,1143,Q1AduYbjVHg
Travis Japan【クリプレ交換会🎄】メリークリスマス🧑‍🎄　#TravisJapan #クリスマス #クリプレ交換会,2024-12-20T12:00:46Z,151472,14977,317,Z9V3eLgjMH4
'BO$$Y' Solo Dance🕺#BOSSY_challenge#BOSSY #Vllsual#TravisJapan,2024-12-17T13:30:43Z,235035,18066,235,zSDesJ6Ik-Y
Travis Japan【ニューヨークVlog】プライベートタイムを自撮りでお届け♪,2024-12-14T12:01:00Z,436923,12611,902,foatHZhYbBY
Travis Japan【ニューヨークVlog】プライベートタイムをお届け♪ #TravisJapan #ニューヨーク  #vlog,2024-12-13T12:00:03Z,106035,11142,190,3XeCuXeNVmk
"Cuz, I'm『BO$$Y』🔥 #BOSSY #Vllsual #TravisJapan",2024-12-10T12:00:14Z,492738,28335,408,DjorPLeTSHY
Travis Japan【はぁって言うゲーム】ついに僕らの演技力を見せる時が来たぜい！,2024-12-07T12:00:11Z,411974,12998,918,AJNi9_viHsQ
'BO$$Y' Music Video #Shorts - Travis Japan 2nd Album 「VIIsual」💿#TravisJapan #VIIsual #BOSSY,2024-12-06T13:00:08Z,119681,13037,146,4AvLW91DILw
Travis Japan【はぁって言うゲーム】今更やってみた！　#TravisJapan #はぁって言うゲーム #演技,2024-12-06T12:01:00Z,97392,11127,209,e2Bn53vACGY
Travis Japan【徹底解説】2ndアルバムを解説しながらチャットに参加しちゃうぞ！,2024-12-05T12:00:06Z,205949,10947,1230,xl6HVnTLpOU
Travis Japan 'BO$$Y' -2nd Album「VIIsual」2024.12.4 Release 📀 #TravisJapan #VIIsual #BOSSY #NewMusic,2024-12-05T10:17:50Z,694300,33619,402,NvlZNXd7w34
Travis Japan【2ndアルバム発売記念】明日（12/5）21時からプレミア公開でチャットしちゃうぞ！　#TravisJapan #VIIsual #解説動画 #アルバム紹介,2024-12-04T09:00:55Z,107133,12315,310,sTEkfJIX84Q
Travis Japan - 'BO$$Y' Music Video,2024-12-03T15:00:07Z,6833502,45690,11847,9PrZ4qCjQ3g
Travis Japan【ディズニーランド 後編】今回も食べて遊んで大はしゃぎ🤣LA Vlog🇺🇸,2024-11-30T12:00:41Z,515786,14311,1022,W4wH245GPFM
Travis Japan【ディズニーランド 後編】今回も食べて遊んで大はしゃぎ🤣　#TravisJapan #カリフォルニアディズニー #ディズニーランド #ライオンキングムファサ,2024-11-29T12:00:57Z,133521,12233,220,fbAEMYrIrgg
Travis Japan 'VIIsual' -Special Teaser-,2024-11-25T08:00:10Z,217641,10771,906,Fr-hB66dS8g
Travis Japan【ディズニーランド 前編】夢の国で大はしゃぎ😆げんたサンクス💙LA Vlog🇺🇸,2024-11-23T12:00:52Z,686544,17842,1287,kvF8Uaev1Vc
Travis Japan【ディズニーランド 前編】夢の国で大はしゃぎ😆　#TravisJapan #カリフォルニアディズニー #ディズニーランド #ライオンキングムファサ,2024-11-22T12:01:02Z,135710,14353,458,i0gW-ccJ_kM
Travis Japan 'VIIsual' Limited Edition J -Special Movie Teaser-,2024-11-22T10:00:29Z,111192,8239,626,W_1oYq7_9Bc
Travis Japan【中村海人の相関図】㊗️映画公開🎉 なので人間関係も大公開！,2024-11-16T12:01:01Z,478315,14742,1146,jOeNwRL8kbc
Travis Japan【中村海人の相関図】㊗️映画公開！　#TravisJapan #相関図 #映画公開 #うみ,2024-11-15T12:00:59Z,102644,11693,319,lso0kO0SVIw
Travis Japan 'VIIsual' Limited Edition T -Special Movie Teaser-,2024-11-15T12:00:19Z,128909,8369,425,BEUp6KxnfFY
Travis Japan【スマブラ】来たる決戦に向け４人で秘密の特訓しちゃうぞ！,2024-11-09T12:00:32Z,341214,9997,770,P7JcvjEBrHc
Travis Japan 'VIIsual' Fan Club Exclusive Edition - Special Movie Teaser -,2024-11-08T12:01:11Z,165939,9957,703,t3MsMv4P5dU
Travis Japan【スマブラ】４人で秘密の大特訓！　#TravisJapan #スマブラ #ゲーム #特訓,2024-11-08T12:00:06Z,87770,10018,326,5mV-mInA9G0
'Crazy Crazy' Solo Dance🎶#松倉海斗 #Machu #CrazyCrazy #VIIsual #TravisJapan,2024-11-08T09:00:07Z,233627,14118,293,40kisp5j1wM
'Crazy Crazy' Solo Dance🎶#松田元太 #Genta #CrazyCrazy #VIIsual #TravisJapan,2024-11-07T09:00:12Z,1004652,32162,381,7boAQbj7IP4
'Crazy Crazy' Solo Dance🎶#吉澤閑也 #Shizu #CrazyCrazy #VIIsual #TravisJapan,2024-11-06T09:00:38Z,221884,12632,420,_Qiq59eJq3I
Travis Japan 'Fly Higher' ANIME MUSIC VIDEO,2024-11-06T09:00:11Z,270211,9255,793,8eb4cMb0VmU
'Crazy Crazy' Solo Dance🎶#川島如恵留 #Noel #CrazyCrazy #VIIsual #TravisJapan,2024-11-05T09:00:55Z,289582,15809,532,z3ejNKQszP4
'Crazy Crazy' Solo Dance🎶#七五三掛龍也 #Shime #CrazyCrazy #VIIsual #TravisJapan,2024-11-04T09:00:41Z,433673,22250,338,fvbA8asA8FA
Travis Japan -【2nd Anniversary YouTube LIVE】-'Fly Higher' Performance Video-,2024-11-03T11:00:08Z,1103442,12759,918,E47zGucS8SM
Travis Japan -【2nd Anniversary YouTube LIVE】-'Crazy Crazy' Performance Video-,2024-11-03T11:00:02Z,659259,12762,586,4wNjJN0zsVg
Travis Japan【2nd Anniversary YouTube LIVE】Talk Section,2024-11-03T10:59:57Z,213394,8001,473,AVkKOBkScvs
'Crazy Crazy' Solo Dance🎶#中村海人 #Umi #CrazyCrazy #VIIsual #TravisJapan,2024-11-03T09:00:44Z,313836,19409,321,kG9nTpTrLRc
Travis Japan【学力クイズ】勉学の秋！なら、おバカ王を決めてしまおうか♪,2024-11-02T12:00:19Z,1123044,20192,1546,8dHrV6bXNSc
'Crazy Crazy' Solo Dance🎶#宮近海斗 #Chaka #CrazyCrazy #VIIsual #TravisJapan,2024-11-02T11:02:33Z,313971,17482,345,-cbvYLX6DHw
Travis Japan【学力クイズ】2024秋！　#TravisJapan #クイズ #テスト #おバカ王,2024-11-01T12:00:03Z,86397,11613,350,3HLEJRLF_NI
'Crazy Crazy' Solo Dance🕺#VIIsual #CrazyCrazy #TravisJapan,2024-11-01T11:00:53Z,114317,11902,215,if0j4r3CiWk
Travis Japan 2nd ALBUM「VIIsual」Welcome to Travis Japan’s P.E. class🤸‍♀️体育の時間だよ✨#CrazyCrazy #VIIsual,2024-10-31T13:00:56Z,110757,11119,139,gG5_CB9fjPs
‘Crazy Crazy’ in Times Square🎶 #CrazyCrazy_challenge #CrazyCrazy # TravisJapan,2024-10-30T10:01:10Z,220627,16518,210,NQwfK3HuEPw
Travis Japan 2nd ALBUM「VIIsual」Another camera was rolling during our 'Crazy Crazy' MV shoot📸,2024-10-30T10:00:53Z,111790,11406,147,rW_oGSLDVyc
アメリカでもCrazy Crazy🔥 #Chaka #Machu #CrazyCrazy #VIIsual,2024-10-29T10:31:00Z,171292,14667,155,k_0sh-7AWa4
'Crazy Crazy' Relay Dance🕺🏻 #CrazyCrazy #VIIsual #TravisJapan,2024-10-29T10:30:31Z,241159,19898,221,uMWXW3zQiZY
Behind The Scenes of MV Shooting for 'Crazy Crazy' 📸 #TravisJapan #VIIsual #CrazyCrazy,2024-10-27T03:01:00Z,81257,10578,133,0kSuu2Z6qzg
#CoverShooting📸✨ Travis Japan 2nd ALBUM「VIIsual」Behind The Scenes of Cover Shooting for 'VIIsual',2024-10-27T03:00:05Z,61945,8912,116,4GmFiGdG18k
Travis Japan【ストラックアウト】チーフMGにプチ爆発！不満話で大爆笑！？,2024-10-26T12:00:59Z,733427,16378,1586,jS-7n7YdJLY
Travis Japan 2nd ALBUM「VIIsual」Behind The Scenes of Cover Shooting for 'VIIsual' 📸,2024-10-26T11:04:31Z,46911,8083,80,PuAzS6FPpPM
体操服で 'Crazy Crazy' ダンス🏃‍➡️#CrazyCrazy #VIIsual #TravisJapan,2024-10-26T11:04:10Z,405948,23880,232,ltvqgkaWDow
Travis Japan【ストラックアウト】暴露話満載です　#TravisJapan  #トラジャ #暴露,2024-10-25T12:01:30Z,78122,10479,282,yYHQ4rTP59s
Travis Japan【お絵描きバトル】しろくまってこんなだった？迷作を見極め！,2024-10-22T09:00:43Z,298509,11981,1833,j3tVambD0pg
Travis Japan【お絵描きバトル】迷作を見極めろ！　#PR #TravisJapan  #トラジャ #お絵描き #イラスト,2024-10-21T12:00:03Z,82169,11765,584,2TLNH6XipyU
Travis Japan 'Crazy Crazy' Music Video is Out Now!!🎥 #TravisJapan #VIIsual #CrazyCrazy,2024-10-21T09:10:00Z,127245,14804,266,Pco-iaUcrck
Travis Japan - 'Crazy Crazy' Music Video,2024-10-21T09:00:07Z,6793951,52401,13996,c6z5aJUECTg
Travis Japan【謎解き】頭フル回転でBrain Tigerを助けるぞい！,2024-10-19T12:01:06Z,429653,13605,1103,qAR91HMyQBA
Travis Japan【謎解き】頭フル回転！　#TravisJapan  #トラジャ #謎解き #脱出 #謎水,2024-10-18T12:01:24Z,95308,11246,289,yUmO4sPwkTo
Travis Japan【宮近爆誕祭】27歳リーダーのポテンシャルを探る！宮近ベガス第3弾💰,2024-10-12T12:00:43Z,455763,12742,1051,_MvFjxWZqz4
Travis Japan【宮近爆誕祭】第３回 宮近ベガス！　#TravisJapan  #トラジャ #ちゃか #宮近ベガス #わさび寿司,2024-10-11T12:00:17Z,85696,10212,279,HTsBicplX0w
Travis Japan【ぷち密着】サマソニ バンコク2024のウラ側を見せちゃうぞ！,2024-10-05T12:00:37Z,239773,10824,830,V73uNAjkPCk
Travis Japan【ぷち密着】サマソニ バンコク2024のウラ側を見せちゃうぞ！ #TravisJapan  #トラジャ #サマソニ #summersonic #bangkok,2024-10-04T12:00:48Z,79266,10336,177,fOkcm3Dnxro
Travis Japan【激ウマバトル】あの企画やったら満足過ぎて奇跡も起きた！,2024-09-28T12:00:21Z,1103656,19466,1855,DflbwRZ1KJk
Travis Japan【激ウマバトル】あの企画やります！　#PR #TravisJapan  #トラジャ #ピッタリ当てろ #居酒屋,2024-09-27T12:00:50Z,139977,14432,441,j_3LLlzQS10
Travis Japan【吉澤閑也クイズ】大変だ！おしゃべりモンスターが襲ってきた💛,2024-09-21T12:00:33Z,812569,15083,1852,Sn0ezB477Vw
Travis Japan【吉澤閑也クイズ】おしゃべりモンスターの素顔は…💛　#TravisJapan  #トラジャ #クイズ #吉澤閑也 #おしゃべりモンスター,2024-09-20T12:01:00Z,134236,13260,728,kbA_GzJJdJE
Travis Japan【バンコクVlog】ぶらぶら～っと気ままに散策するのだ！,2024-09-14T00:04:36Z,434650,13135,1105,jBPs7dnsuLs
Travis Japan【バンコクVlog】明日の動画は午前9時だよ🐯　#TravisJapan #トラジャ #タイ #バンコク #街ブラ,2024-09-13T12:00:01Z,82491,9974,238,0kcDE09KOd0
Travis Japan【新ダンス企画】足音だけでシンクロ出来るのか!?,2024-09-07T12:00:12Z,1925281,34951,3819,7J6vUDSJJvI
Travis Japan【新ダンス企画】足音だけで揃えろ！　#TravisJapan  #トラジャ #ダンス企画 #シンクロダンス,2024-09-06T12:00:24Z,135159,14201,304,Qb910y8dJV0
臺北101ものせてみた🐝🎶 #TravisJapan #SweetestTune,2024-09-01T09:30:14Z,184622,14227,223,foiwURisANA
Travis Japan【台湾Vlog】お仕事もありつつ台湾を楽しんだのだ！,2024-08-31T12:00:56Z,636359,16380,1479,kb1UQpKxfJo
Travis Japan【台湾Vlog】1日に密着！　#TravisJapan  #トラジャ #台湾  #夜市,2024-08-30T12:00:51Z,106458,12947,343,kSDUYO31oac
在臺北101跳'Sweetest Tune'🐝🎶#TravisJapan #SweetestTune,2024-08-30T11:00:04Z,164827,12769,191,afX3PhqTtxc
Travis Japan【FAMILY CLUB.STORE グローバル】㊗️サポーター就任！なので台湾行ってみた！,2024-08-24T12:00:08Z,167219,8986,527,838FRgERu38
Travis Japan【FAMILY CLUB.STORE グローバル】㊗️サポーター就任！なので台湾行ってみた！   #トラジャ #ファミクラストア #台湾 #ポップアップストア #撮って出し,2024-08-23T12:00:13Z,100934,12336,395,A6X6jc_B8mI
Travis Japan【Blu-ray & DVD発売記念】メンバーの裏の顔を匿名でタレコミ！,2024-08-17T12:00:35Z,465400,13305,974,XBmqjEaFFBs
Travis Japan【Blu-ray & DVD発売記念】メンバーの裏の顔を匿名でタレコミ！　#TravisJapan  #トラジャ #タレコミ #裏話 #RoadtoAuthenticity,2024-08-16T12:00:42Z,120804,13551,339,fSge8d5OKC4
Travis Japan Concert Tour 2024 Road to Authenticity 📀 Sampler #RoadtoAuthenticity ⁡#TravisJapan⁡,2024-08-13T12:40:01Z,49468,7206,128,y6pEXaZYpCc
Travis Japan【完全爆弾解除マニュアル】ゲームでケンカ勃発！？,2024-08-10T12:00:32Z,520625,14016,978,Na-w8lL4cvM
Travis Japan【完全爆弾解除マニュアル】ゲームでケンカ勃発！　#TravisJapan  #トラジャ #ゲーム #爆弾解除 #ケンカ,2024-08-09T12:01:09Z,97760,11961,266,sI4xlnzak7Y
‘Travis Japan Concert Tour 2024 Road to Authenticity' Solo Dance Scenes,2024-08-09T09:00:50Z,185791,9310,459,l-gHPj2UM80
Travis Japan【衝撃告白】松田元太ってこんな男です...クイズで伝われ！元太の魅力💙,2024-08-03T12:00:42Z,978550,19738,1264,cgBVxUppWjU
Travis Japan【衝撃告白】松田元太ってこんな男です...💙　#TravisJapan  #トラジャ #クイズ #松田元太 #九九,2024-08-02T12:00:02Z,249426,19831,277,0_L7QY2keVA
'Travis Japan Concert Tour 2024 Road to Authenticity'  Highlights from All Bonus Discs,2024-08-02T09:00:36Z,167742,8602,314,WfeKsmPjmeQ
Travis Japan【童謡で踊ってみた】お待たせ！あの曲に本気ダンス４,2024-07-27T12:00:42Z,613507,19376,2029,ez50PuHso6A
Travis Japan【童謡ダンス 第４弾】　#TravisJapan  #トラジャ #童謡ダンス #踊ってみた #シャボン玉,2024-07-26T12:00:13Z,271138,18538,609,FF4y5My16bw
'Swing My Way' 'Till The Dawn' ソロアングル🪩✨ 初回盤 特典ダイジェスト #RoadtoAuthenticity #Shorts,2024-07-26T11:02:00Z,41079,5914,84,MEqA6b7DRbM
📀 初回盤  特典ダイジェスト - ツアードキュメント - Part2 #RoadtoAuthenticity #Shorts,2024-07-26T11:01:06Z,39958,5505,54,Vzoss1znyQU
📀 初回盤  特典ダイジェスト - ツアードキュメント - Part1 #RoadtoAuthenticity #Shorts,2024-07-26T11:00:22Z,37250,5425,45,TFntVnb32U4
'Travis Japan Concert Tour 2024 Road to Authenticity' Bonus Disc Trailer (Limited Edition),2024-07-26T09:00:48Z,182091,9649,495,pYyZDV4klcw
Travis Japan【Talk With Travis Japan】2024年7月20日から僕らとおしゃべりしようぜ♪,2024-07-20T12:00:45Z,393291,12194,917,mc9Lj60NoOo
'Love Tag' 'LEVEL UP' Dance Shot 🪩✨ 完全生産限定盤 特典ダイジェスト Part4 #Shorts #RoadtoAuthenticity,2024-07-20T09:00:31Z,59513,6463,63,R5Y0xKILLM4
📀 完全生産限定盤  特典ダイジェストPart3🍹 #Shorts #RoadtoAuthenticity,2024-07-20T03:00:43Z,40619,5545,55,zMU9u_RS3VU
📀 完全生産限定盤  特典ダイジェストPart2🍹 #Shorts #RoadtoAuthenticity,2024-07-19T13:00:10Z,41950,5972,58,CazHFtSzHWk
Travis Japan【Talk With Travis Japan】2024年7月20日 午前10時からサービス開始📱　#TravisJapan  #トラジャ #talkwith #実態調査,2024-07-19T12:00:24Z,133823,13660,229,HXW765ps56w
📀 完全生産限定盤  特典ダイジェストPart1🍹 #Shorts #RoadtoAuthenticity,2024-07-19T10:45:21Z,47063,6722,112,8aGzM0Wwrqg
'Travis Japan Concert Tour 2024 Road to Authenticity'  Bonus Disc Trailer (Limited Press Edition),2024-07-19T09:00:36Z,174603,9413,411,YVMD97faA30
'LEVEL UP' #RoadtoAuthenticity #TJConcertTour2024,2024-07-17T09:01:01Z,102330,11733,142,21bX7vdKK8k
'99 PERCENT' #RoadtoAuthenticity #TJConcertTour2024,2024-07-17T09:00:35Z,114985,11918,144,d9iiFM8NSqA
'Paranoia' #RoadtoAuthenticity #TJConcertTour2024 #Umi #Shime #Shizu,2024-07-16T09:02:01Z,255479,19807,716,49rWzODsBUY
'Day Off' #RoadtoAuthenticity #TJConcertTour2024 #Chaka #Noel,2024-07-16T09:01:01Z,88768,10044,234,umGMtJtOn4U
'Bro :)' #RoadtoAuthenticity #TJConcertTour2024 #Machu #Genta,2024-07-16T09:00:51Z,126156,13028,207,e4G34Zyt2A8
'Moving Pieces' #RoadtoAuthenticity #TJConcertTour2024,2024-07-15T09:01:00Z,80375,9960,157,TFc5pPmX1NY
'Keep On Smiling’  #RoadtoAuthenticity #TJConcertTour2024,2024-07-15T09:00:03Z,65866,9378,103,3dsYYQBRWMw
'Okie Dokie!' #RoadtoAuthenticity #TJConcertTour2024,2024-07-14T09:01:00Z,176469,16258,205,_yGIhmaB0FI
'JUST DANCE!'🕺 #RoadtoAuthenticity #TJConcertTour2024,2024-07-14T09:00:37Z,75835,10209,102,jd0mGcNO51M
Travis Japan【NGワード】新潟→東京🚗 「〇〇〇〇」って言わせるのメッチャむずい😕,2024-07-13T12:00:27Z,412940,13160,754,VpWW8OKuDLQ
Travis Japan【NGワード】新潟→東京🚗 帰京シリーズ第２弾　#TravisJapan  #トラジャ #NGワード #車内トーク #新潟 #ドライブ,2024-07-12T12:01:01Z,80156,10677,253,qZbdk5hLgU4
'Travis Japan Concert Tour 2024 Road to Authenticity' Trailer,2024-07-12T09:00:33Z,293325,13566,1220,Um6SFD2LwLA
Travis Japan【しめ持ち込み企画】もんじゃ焼きで近況報告会！俺のヘラさばきを見よ🐥,2024-07-06T12:00:58Z,1095375,20371,1952,rq513f4whgM
Travis Japan【しめ持ち込み企画】もんじゃ焼きで近況報告会！　#TravisJapan  #トラジャ #もんじゃ #近況報告 #ヘラさばき,2024-07-05T12:00:45Z,135623,13618,408,bsRIVISq3Y0
Travis Japan【Ｍステ当日🎤】ビリー・アイリッシュにおみやげを買う🎎,2024-06-29T11:45:02Z,243247,10617,882,XbTcVr0r8E8
Travis Japan【Ｍステ当日🎤】ビリー・アイリッシュにおみやげを買う🎎　#TravisJapan #トラジャ #billieeilish #ビリーアイリッシュ #mステ #セーラームーン,2024-06-28T12:00:07Z,189759,14393,324,8AjPmSRAgJw
‘Travis Japan Concert Tour 2024 Road to Authenticity’ Short Teaser,2024-06-28T10:00:49Z,153317,10468,852,oYb_ZsswSu0
浴衣で #Chaka #Shizu #Genta 誘惑ダンス👘❤️💛💙 - [Travis Japan] Sweetest Tune #SweetestTune #TravisJapan,2024-06-27T12:00:02Z,352068,21855,262,2bDe6xNrI0s
浴衣で #Noel #Machu 誘惑ダンス👘🤍🧡 - [Travis Japan] Sweetest Tune #SweetestTune #TravisJapan,2024-06-26T11:00:53Z,167173,14591,279,rgZXiBg5nCM
浴衣で #Umi #Shime 誘惑ダンス👘💚🩷 - [Travis Japan] Sweetest Tune #SweetestTune #TravisJapan,2024-06-25T12:00:46Z,237004,21237,369,jVBd1Nhg8t8
'Sweetest Tune'でリレーダンス🐝✨ - [Travis Japan] Sweetest Tune #SweetestTune #TravisJapan #誘惑ダンス,2024-06-24T13:00:48Z,903938,42414,533,hdpB65zC8Z0
Travis Japan【ULTIMATE CHICKEN HORSE】打倒うみ🎮 何がなんでも1番になってやる!!!!,2024-06-22T12:00:26Z,515200,14092,1249,JUtcslTiV4Q
Travis Japan【ULTIMATE CHICKEN HORSE】ゲームやりました🎮　#TravisJapan #ゲーム #アルティメットチキンホース,2024-06-21T12:00:54Z,107408,11085,262,kDuvX-RFXNk
浴衣で誘惑ダンス👘🐝✨ - [Travis Japan] Sweetest Tune #SweetestTune #TravisJapan,2024-06-19T12:55:00Z,743704,37545,635,0t0e2VWtkjE
Sweetest Tuneでループしてみた🌀🐝 - [Travis Japan] Sweetest Tune #SweetestTune #TravisJapan #SweetestTuneLoop,2024-06-18T12:00:28Z,361818,23653,323,WVRdPh35T7U
東京タワーのせてみた🗼🫲 みんなも一緒にのせてみてね🐯 - [Travis Japan] Sweetest Tune #SweetestTune #TravisJapan,2024-06-16T11:00:45Z,297093,20581,349,r-g1eJFhDEM
Travis Japan 'Sweetest Tune' - Dance Practice -（Live Stream）,2024-06-15T13:41:39Z,1466904,33254,3059,3egTS0WCldM
重要告知【Travis Japan】6.15(土)夕方~夜? にTravis Japan チャンネルに注目!!!!!!!,2024-06-14T12:00:30Z,247582,19123,681,K7DJb0LqM9g
Macotoさん Reinaさん と一緒に誘惑ダンス💭✨  - [Travis Japan] Sweetest Tune #SweetestTune #TravisJapan,2024-06-12T13:40:00Z,365463,17329,187,Y4ysCFXyps8
Music Video BTS!! ダンスシーンにも注目してね🐝🕺✨ - [Travis Japan] Sweetest Tune #SweetestTune #TravisJapan,2024-06-12T13:30:28Z,293236,19723,159,zQA4tF8X4HE
🐝〜 Music Video チェックしてね👀✨ - [Travis Japan] Sweetest Tune #SweetestTune #TravisJapan,2024-06-10T12:56:46Z,172670,15927,230,yp_xkyOxcaE
Travis Japan - 'Sweetest Tune' Music Video,2024-06-10T12:30:06Z,11069406,63325,19291,He4vxbXLjho
#Shizu ソロダンス公開🕺💛 - [Travis Japan] Sweetest Tune #吉澤閑也 #SweetestTune #TravisJapan #solodance,2024-06-08T12:20:00Z,145148,10095,340,nPOdsyooCUA
#Shime ソロダンス公開🕺🩷 - [Travis Japan] Sweetest Tune #七五三掛龍也 #SweetestTune #TravisJapan #solodance,2024-06-08T12:10:01Z,205307,14535,265,8HlJrNn8N70
Travis Japan【ワンナイト人狼】第4弾🐺 新潟→東京🚎 帰りの車内も壮絶なダマしあい！,2024-06-08T12:00:05Z,436060,12690,1173,3hr8RUF8S7U
#Umi ソロダンス公開🕺💚 - [Travis Japan] Sweetest Tune #中村海人 #SweetestTune #TravisJapan #solodance,2024-06-08T12:00:01Z,169512,12254,281,aAU6ydPZevk
Travis Japan【ワンナイト人狼】第4弾🐺 車内で壮絶なダマしあい！　#TravisJapan　#トラジャ　#ワンナイト人狼　#神回　#新潟　#車内,2024-06-07T12:00:19Z,103677,11862,364,MXQ8bXBGubc
#Noel ソロダンス公開🕺🤍 - [Travis Japan] Sweetest Tune #川島如恵留 #SweetestTune #TravisJapan #solodance,2024-06-07T11:00:49Z,154472,11063,297,npEGqsKy3K8
#Genta ソロダンス公開🕺💙 - [Travis Japan] Sweetest Tune #松田元太 #SweetestTune #TravisJapan #solodance,2024-06-07T10:45:02Z,498032,25669,241,Jca9T9GiqTg
#Machu ソロダンス公開🕺🧡 - [Travis Japan] Sweetest Tune #松倉海斗 #SweetestTune #TravisJapan #solodance,2024-06-06T13:30:24Z,233113,15351,330,qUFhfF96WSk
#Chaka ソロダンス公開🕺❤️ - [Travis Japan] Sweetest Tune #宮近海斗 #SweetestTune #TravisJapan #solodance,2024-06-06T13:00:47Z,191167,13580,309,iQtpoOdnV4U
ソロダンスMix Ver. 公開👀✨ - [Travis Japan] Sweetest Tune #SweetestTune #TravisJapan #solodance,2024-06-05T12:50:00Z,121129,12340,219,LCYvFq-mHWA
🕺🎶 #Chaka × #Umi × #Shizu - [Travis Japan] Sweetest Tune #SweetestTune #TravisJapan,2024-06-04T13:07:32Z,337489,22867,389,EXneXH4PWP8
🕺🎶 #Genta × #Machu - [Travis Japan] Sweetest Tune #SweetestTune #TravisJapan,2024-06-03T14:15:02Z,623353,32155,318,EDRkz_G2S08
🕺🎶 #Shime × #Noel - [Travis Japan] Sweetest Tune #SweetestTune #TravisJapan,2024-06-03T14:00:28Z,252368,16686,253,WMsbB2aYf0Q
Travis Japan【質問回答】コンサート直後に答えちゃってもいいですか？,2024-06-01T12:00:22Z,465724,14095,1530,O0RixXRCj_s
Travis Japan【質問回答】コンサート直後に決行！　#TravisJapan　#トラジャ　#質問募集　#答えます　#新潟,2024-05-31T12:00:41Z,121969,13433,337,bhoJ85JQZVw
Travis Japan - ‘Sweetest Tune' Teaser (from recording scenes),2024-05-25T13:30:02Z,410461,14955,1307,3hluh0YAF6M
Travis Japan【あるある】○○は○○しがち！今だから言っちゃうメンバー本当の姿!?,2024-05-25T12:00:16Z,1116791,18435,1236,K11y1bUpWR0
Travis Japan【あるある】今だから言っちゃうメンバー本当の姿!?　#TravisJapan #トラジャ #あるある#本当の姿 #うみのあるある,2024-05-24T12:00:33Z,133192,14126,343,TQpxoHq-BU8
Travis Japan - 'Sweetest Tune' - Performance Video -,2024-05-18T13:30:12Z,4983677,41114,6107,WHIDCjvXP6Y
Travis Japan【河合郁人】夢のコラボが実現! 河合くんがTJダンス踊ってくれるってよ!!,2024-05-18T12:00:42Z,599428,14609,1237,e5D311FpA0s
ジャケット写真撮影の裏側📸 - [Travis Japan] Sweetest Tune #TravisJapan #SweetestTune,2024-05-17T14:00:26Z,124700,14250,370,LA_EiMalx2k
Travis Japan【河合郁人】夢のコラボが実現! 河合くんがTJダンス踊ってくれるってよ!!　#TravisJapan　#河合郁人　#一緒にダンス　#踊ってみた,2024-05-17T12:00:02Z,91800,10605,319,2k73kjoTB1A
Travis Japan World Tour 2024 'Road to A' -Official Teaser(full ver.)-,2024-05-13T16:00:02Z,106355,6866,511,aVcPw6wax7E
